DetailedPOS_N-Gram,Frequency
NNC CCB DTCP NNC_CCP JJD,16
NNC CCT NNC CCB NNP CCB,16
LM VBTS CCT NNC CCB NNC CCB,16
NNC CCT NNC CCB NNPA,16
VBTS RBW_CCP CDB_PMC,16
JJN_CCP NNC CCB NNC CCT,16
NNP CCP VBTS RBW_CCP,16
NNP CCB DTCP NNP CCT,16
LM VBTS PMS NNC CCP DTC,16
VBTS CCB NNP NNP CCP,16
CCP VBTS CCT NNC CCT,16
CCB NNC LM RBD_CCP,16
NNC CCB NNC CCB NNP CCP DTP,16
NNC CCT NNP NNP CCA,16
VBTS CCT PRI_CCP NNC CCB,16
NNP LM VBH NNC,16
CCB NNC CCB NNPA CCP,16
VBTS CCB NNP CCB NNP CCP,16
LM VBTS DTC DTCP NNC,16
RBK RBQ VBTS PRS,16
DTC JJN_CCP NNC_PMC,16
DTC NNC CCB NNP CCA,16
DTCP NNC_CCP VBH NNC,16
PRI_CCP NNC VBW,16
FW CCP NNC CCT,16
CCP NNC CCB NNP_PMP,16
CCB NNC CCT NNC LM,16
RBL CCT NNP CCB NNP,16
CCB NNC CCB NNP NNP CCP,16
CCB NNP CCA NNP_PMP,16
NNP LM VBOF CCB,16
DTCP NNC CCP DTC DTCP,16
CCT NNC CCB DTCP NNC_CCP,16
NNC_CCP JJD CCT NNP,16
NNC RBL CCT NNP_PMC,16
DTCP VBTR_VBAF CCB,15
NNC CCP CDB_PMP,15
CCT NNP CCP VBTS,15
CCP VBW CCB DTCP,15
VBAF CCT NNP CCB,15
RBD_CCP VBW DTC,15
JJD CCP DTCP NNC_PMP,15
CCB FW CCT NNC,15
CCP RBK RBQ LM,15
VBH JJD CCP NNC CCT,15
DTC DTCP VBTS_CCP,15
JJC_CCP NNC LM,15
CCB NNC CCT DTCP NNC CCB,15
JJD CCP NNC CCB NNC CCP,15
DTP NNP LM VBTS CCT NNC,15
DTC NNC LM VBTF CCB,15
NNP NNP CCA DTC NNC,15
CCP NNC LM VBAF,15
PRSP_CCP NNC PMS,15
CCT PRSP_CCP NNC LM,15
JJD CCT JJD_CCP NNC,15
CCT NNC CCT NNP_PMC,15
CCT DTCP NNC CCP VBW,15
NNC LM RBL JJD,15
CCB NNC CCT JJD CCB,15
VBOF DTC DTCP JJD_CCP,15
NNC RBL CCT NNC CCB NNP,15
CCB NNC CCT VBOF DTC,15
NNC CCT VBOF DTC NNC,15
NNC CCP DTC NNC CCB NNC,15
NNC RBW_CCP NNC CCB,15
NNP NNP LM VBTS_PMS,15
CCT DTCP JJD CCP NNC CCB,15
PRI CCT DTCP NNC CCB,15
PRI_CCP NNC CCB DTCP NNC,15
VBTS CCB NNC CCT NNP,15
CCB NNP DTC PRSP_CCP,15
NNC_CCP PRO LM VBTS,15
VBTS JJN_CCP NNC,15
CCB CCR PMS NNC CCB,15
CCT NNP CCP VBTR,15
NNP DTC PRSP_CCP NNC CCT,15
CCB NNC CCT NNP LM,15
DTC JJD_CCP NNC CCB NNP NNP,15
LM VBTS CCT FW,15
NNC_CCP NNP DTC,15
VBTS CCB JJD_CCP NNC CCB,15
RBK RBQ VBTS CCB,15
NNP LM VBTR CCT NNC,15
LM PRI_CCP NNC_CCP,15
RBW CCT NNP_PMC,15
VBTS NNC CCT NNC CCB,15
DTC NNP_CCP NNC,15
PRSP_CCP CCR PMS,15
LM VBTR CCB JJD,15
CCP VBH JJD CCP NNC,15
LM VBTS CCP DTP NNP,15
RBW_CCP VBTS DTC,15
NNC CCB NNP NNP NNP_PMP,15
NNP CCA NNC CCB NNP,15
NNC_CCP JJD CCP VBTS,15
NNP LM VBTS_CCP VBAF,15
NNC CCB PRI_CCP JJD CCP,15
JJD CCB NNC_CCP,15
CCB NNC LM VBOF,15
DTC NNC LM VBW,15
CCR PMS NNC CCA,15
DTC DTCP NNC LM VBTR CCP,15
CCP DTP NNP NNP LM VBOF,15
LM VBTS CCP VBTR,15
VBTF DTC PRSP_CCP,15
DTCP VBTR_VBAF CCP,15
PRSP_CCP NNC CCT NNP_PMC,15
CCP VBN_CCP NNC CCT,15
RBD_CCP NNC CCB,15
RBI_CCP PMS NNC CCP,15
CCT JJN PMS CDB CCB NNP,15
DTC DTCP NNC_CCP NNP,15
DTC DTCP NNC CCP PRO LM,15
PMS NNP CCP NNC,15
PRI_CCP NNC RBR,15
PMS NNC DTC DTCP,15
DTCP NNC CCB JJD_CCP NNC,15
NNP NNP CCP DTC DTCP,15
JJD_CCP NNC CCP VBAF,15
DTC NNC LM VBTR_CCP,15
RBW_CCP VBTS CCT,15
NNC LM VBTR CCB DTCP,15
VBTF CCT CDB NNC,15
NNC CCB JJD_CCP NNC LM,15
CCR CCT JJD_CCP NNC,15
CCP VBH NNC CCP CDB,15
DTC NNC PRO LM,15
CCT PRI_CCP NNC DTC,15
LM VBTS CCP_PMS,15
PRS_CCP VBAF CCT,15
CDB CCP NNC DTC VBTS,15
PRSP_CCP NNC DTP,15
DTC VBTS CCT PRI_CCP,15
VBTS CCP DTC PRSP_CCP,15
PMS NNC_CCP NNC CCT,15
DTC DTCP NNC CCP VBAF,15
CCB NNP CCA NNC,15
CCB NNC_CCP JJD CCP,15
VBTS CCT NNC RBW_CCP,15
JJD_CCP NNC CCP VBTS CCT,15
PMS NNC RBL CCT,15
NNC CCP DTC PRSP_CCP,15
LM PRI_CCP NNC CCT,15
CCT VBOF DTC PRSP_CCP,15
VBTR CCB NNC CCA,15
CDB NNC CCB NNP,15
VBN_CCP DTCP NNC,15
VBTR_VBAF CCB DTCP NNC,15
CCT NNP_CCP NNP_PMC,15
PRO LM JJD_CCP,15
CCP VBOF DTC NNC CCT NNC,15
CCB CCT DTCP NNC,15
CCB VBN_CCP NNC,15
CCA DTC JJD CCP,15
CCB NNC CCP PRO LM,15
VBW CCT NNC_PMC,15
NNC LM RBD_CCP VBTS,15
LM VBTS CCP PRO,15
CCB FW CCP NNC,15
DTC JJD CCP DTCP,15
NNC CCP DTCP NNC CCB,15
NNPA CCP DTP NNP NNP LM VBTS,15
NNC CCT FW LM,15
DTC DTCP NNC_CCP JJD,15
CCP VBTS CCB JJD_CCP,15
DTC DTCP NNC CCA DTCP,15
FW CCT PRI_CCP,15
VBTS DTP NNP NNP CCB NNP,15
CCT VBW CCB NNC CCB,15
VBTS CCB CDB PMS,15
CCT NNC CCP NNC CCB,15
CCT NNC CCP VBOF DTC,15
CCP DTC CCR PMS,15
DTCP NNC CCB NNC DTC,15
JJD CCP CCR PMS NNC,15
CCA NNC CCT NNC CCB,15
DTCP VBH PMS NNC,15
NNP LM VBAF CCT NNC CCB,15
CCP VBOF CCT NNC,15
NNC CCB NNC CCT NNC_PMC,15
CCB RBW CCT JJD,15
CCT JJD CCB DTCP,15
CDB CCP NNC CCT NNP,15
RBW CCT NNC CCP,15
DTCP NNC CCB VBW,15
DTC NNP CCB NNP_PMC,15
CDB PMS CCP NNC,15
DTC NNC CCA NNC CCB,15
NNC LM VBTS CCT PRI_CCP NNC,15
DTCP NNC CCP NNC CCT,15
NNP CCB NNPA CCP DTP,15
PMS NNC CCB JJD,15
CCR PMS NNC CCB NNP,15
DTC NNC LM VBS,15
LM VBTF RBI CCT,15
DTC PRSP_CCP PMS NNC,15
VBTF DTC DTCP NNC,15
CCA DTCP NNC CCP,15
CCA CCB PRSP_CCP,15
NNC CCT NNC CCP DTP,15
VBTR CCP DTC NNC CCB,15
JJN_CCP NNC CCP VBH,15
RBI_CCP JJD_CCP NNC,15
PRI_CCP NNC CCB NNC_PMC,15
DTC JJD_CCP NNC CCB NNC CCB,15
DTCP NNC CCB NNP NNP NNP,15
NNP CCA DTCP NNC,15
DTCP NNC LM VBH,15
LM VBTR DTC DTCP,15
NNP CCB PRSP_CCP,15
CCB NNC CCP RBF,15
VBTR_VBRF CCB NNC,15
VBOF DTC PRSP_CCP DTCP NNC,15
FW CCP NNC CCB,15
NNC RBK RBQ DTC NNC,15
CCB JJCS_JJD_CCP NNC,15
NNC CCT NNP FW,15
NNC CCB CDB CCA,15
VBW DTC DTCP NNC CCT,15
CCT DTCP NNC CCP NNC,15
DTC NNC CCB NNC CCB NNC CCT,15
RBR CCT NNC CCP VBTS,15
NNC CCP NNC CCB DTCP,15
VBAF CCT JJD CCP,15
RBW_CCP NNC CCB NNP,15
LM VBAF RBI CCT,15
VBTS_CCP NNC CCB NNC,15
CCP VBTS DTC NNC,15
DTC NNC CCB NNP_CCP NNP,15
CCA NNC CCT DTCP,15
NNC CCB NNPA CCT NNP,15
NNP PMS NNC_CCP,15
RBF VBTR_VBAF CCT,15
DTC NNC CCB DTCP NNC CCP,15
DTCP NNC LM RBD,15
NNC CCT PRI_PMS NNCA,15
JJD CCT JJN_CCP,15
CCT DTCP VBTR CCB,15
CCP DTC DTCP NNC CCP,15
NNC CCB VBOF DTC NNC,15
RBW JJD CCP NNC,15
NNP NNP CCP VBTS CCT,15
RBI_CCP NNC CCT NNC,15
DTCP JJD PMS NNC,15
CCT NNP CDB_PMC,15
CCP VBTR_VBAF CCB NNC,15
NNC CCT PRSP_CCP NNC_PMC,15
CCR PMS JJD CCT,15
PRQ CCT DTCP NNC,15
DTC NNC CCT CCT DTCP,15
DTC CCR PMS NNC CCT,15
NNP CCT NNC CCB NNP NNP,15
PRSP_CCP NNC DTC,15
NNP CCP DTC DTCP NNC LM,15
CCA CCT DTCP NNC,15
VBAF CCB NNC CCT NNC,15
JJD CCP NNC_PMP_PMS,15
NNP LM VBTS CCT PRSP_CCP,15
VBAF CCB NNC CCA,15
VBTS RBI PRS CCP DTC,15
DTC CCR PMS NNC LM,15
CCB VBW DTC NNC CCB,15
VBTS RBI CCB NNP,15
RBR CCT NNC CCB NNC CCB,15
CCP NNC CCB JJD,15
CCP VBOF CCB DTCP,15
DTCP NNC CCA DTCP NNC CCT,15
CCP DTP NNP NNP NNP LM,15
JJN_CCP NNC_CCP NNC CCB,15
JJD DTC DTCP NNC,15
VBTF CCT NNC_CCP,15
NNP CCB NNP CCP DTP NNP NNP_PMC,15
CCT NNC CCB NNC CCB NNP_PMC,15
RBW DTC PRI_CCP,15
PRI_CCP NNC CCT NNP NNP,15
JJD CCT PRSP_CCP NNC,15
VBTS RBL CCT NNC,15
LM VBTR CCP VBTF,15
PRS LM VBAF CCT,15
NNC LM VBTS CCT JJD,15
VBTS RBW_CCP NNP CCT,15
NNC_CCP VBH NNC CCT,15
NNC CCT NNP_PMS,15
CCP NNC CCT VBOF,15
NNC LM RBD_CCP VBOF,15
DTCP NNC_CCP NNC CCT,15
NNC CCB VBAF CCT,15
PRO LM VBTR CCP,15
CCB NNP CCP VBTF,15
RBI_CCP PMS CDB CCP NNC,15
CDB CCP NNC RBW,15
VBTS DTC NNC CCT NNC,15
NNP DTC VBTS CCP,15
VBTS CCP PRS LM,15
LM VBTS CCB NNC CCT NNC CCB,15
VBTF CCB NNC CCP,15
LM RBD_CCP VBW CCB,15
NNP CDB LM VBTS,15
CCP DTP NNP NNP DTC NNC,15
CCB DTCP NNC CCB NNC_PMP,15
VBTR CCB JJD CCP NNC,15
VBOF DTC NNC CCA,15
CCB NNP LM VBAF CCB,15
DTCP NNC CCP DTC NNC LM,15
NNC PMS PRI_CCP NNC,15
NNC CCT NNC LM VBTS CCT,15
NNC CCT PRI_PMS,15
DTC NNC LM JJD CCP,15
CCB NNP_PMS NNCA,15
DTC NNC LM_PMS,15
DTC NNC CCB DTCP NNC CCT,15
RBI DTC NNC CCB NNC,15
CCA VBTS CCP DTC,15
NNC CCB NNC CCP DTC,15
NNP CCP VBTF CCT,15
NNP CCA VBTS DTC,15
DTCP JJD CCP NNC CCA,15
CCB PRI_CCP DTCP,15
NNP NNP DTC NNC CCT,15
PMS NNC DTP NNP NNP,15
RBL CCT NNC CCP,15
JJD_CCP NNC CCT DTCP NNC,15
RBW_CCP NNP LM,15
CCB NNC_CCP CDB,15
CCA VBTS CCT NNC CCB,15
VBS DTP NNP_PMC,15
VBTS DTC NNP CCB,15
NNC CCB NNC CCT PRI_CCP NNC,15
PRI_CCP NNC CCB NNC LM,15
DTP NNP DTC NNC CCB,15
VBTR_VBAF CCT JJD,14
DTC JJD_CCP NNP CCB,14
CCB NNC CCB NNP_CCP,14
VBTF CCT JJN_CCP,14
NNC CCA DTCP NNC_CCP,14
JJD CCP DTCP NNC CCA,14
VBAF DTC PRI_CCP,14
DTCP NNC_CCP PRO_PMC,14
CCT JJD_CCP NNC LM,14
NNC CCB NNP_PMP_PMS,14
CCT NNC CCP PRO_PMC,14
CCT NNP CCT JJD_CCP,14
RBW CCT PRSP_CCP NNC,14
JJD_CCP NNC NNC CCT,14
JJD_CCP NNC CCT NNC_PMC,14
NNP LM RBF VBTR,14
RBW RBW_CCP CDB_PMP,14
VBW CCB PRQ_CCP,14
VBOF DTC JJD CCP NNC,14
NNC LM VBW CCB,14
LM VBTS CCT VBW,14
DTC NNP LM PRI_CCP,14
NNC_CCP JJD PMS,14
DTC JJD_CCP NNC CCT NNC CCB,14
PRI_CCP NNC RBK RBQ,14
NNP LM PRI_CCP NNC,14
PRI_CCP NNC CCP VBTS CCT,14
DTC VBTR_CCP NNC CCB,14
CCB JJD JJN_CCP,14
JJD CCB JJN_CCP,14
CCT CCT JJD CCP NNC,14
CCP VBW CCT DTCP,14
CCT NNP CCP NNC,14
VBW DTC DTCP NNC CCB,14
NNC CCP DTC DTCP NNC LM,14
VBAF CCT PRSP_CCP NNC,14
NNC CCT NNP CCB NNP_PMC,14
RBI DTC NNC CCP,14
PRI_CCP NNC RBK,14
DTP NNP NNP LM VBTS CCT NNC,14
DTCP NNC CCP NNP,14
PRI_CCP JJD_CCP NNC CCT CCT,14
PRI_CCP DTCP NNC CCP,14
RBW JJN PMS CDB,14
PMS NNC CCB PRI_CCP NNC,14
CCT CDB CCP NNC CCT,14
VBOF CCB PRI_CCP NNC,14
NNC RBW_CCP NNP CCT,14
DTC JJCS_JJD CCT,14
NNC CCB NNP CCB NNP_PMC,14
JJD CCB NNP_PMC,14
CCT DTCP VBTR_CCP,14
CCB NNC CCB PRSP_CCP,14
JJD CCP NNC CCT JJD,14
VBTS CCT NNC CCB NNC_PMP,14
NNP LM VBTS PMS NNC CCB,14
CDB CCB RBW CCT JJD,14
CCP RBF VBTF CCT,14
DTC PRQ_CCP DTCP NNC,14
VBAF CCT CDB CCP,14
NNP NNP LM VBTS RBW_CCP,14
JJD_CCP JJN_CCP NNC,14
JJN CCP NNC_PMC,14
RBW_CCP VBTS_CCP NNC,14
NNP LM VBTS CCP DTC NNC CCB,14
NNP FW NNP LM VBTS,14
JJD_CCP NNC CCT JJD_CCP,14
VBTR DTC DTCP NNC CCB,14
CCP PRO LM_PMS,14
PRP LM VBTR_VBAF,14
CCB JJD CCT NNC,14
DTC NNP CDB LM,14
DTC DTCP JJD_CCP NNC CCP,14
RBW VBTR DTC NNC,14
NNC CCB NNC_CCP JJD CCB,14
DTC NNP LM VBTS PMS,14
CCP DTC DTCP NNC CCT,14
PRI_CCP NNC CCT NNP_PMC,14
NNP CCT JJD CCB NNC,14
NNC_PMS CCA VBTS,14
NNC CCT NNC CCB NNC LM,14
VBTF CCT JJD CCP,14
LM VBTR CCT DTCP NNC,14
CCT NNC CCB JJN CCP,14
JJD_CCP NNC LM VBTS CCB,14
CCB CCR PMS VBTF,14
NNC CCB NNPA CCP DTP NNP NNP,14
NNC CCB PRSP_CCP DTCP NNC,14
JJD CCP NNC CCT NNC_PMP,14
VBAF CCT JJN_CCP NNC,14
VBTR CCB NNC CCT NNC,14
CCP JJD CCT NNP,14
DTCP NNC PMS NNC CCP,14
NNC DTP NNP NNP CCB,14
VBTR CCT PRI_CCP NNC,14
NNC CCT DTCP NNC CCB NNP,14
DTC DTCP VBTR_VBAF LM,14
PMS_ DTC DTCP NNC,14
CCT NNC CCB NNP RBW_CCP,14
CCT DTCP NNC_CCP VBTS,14
DTC DTCP VBTR CCT,14
DTCP VBTR_VBAF LM,14
LM RBD_CCP VBTR,14
JJCC PRI_CCP NNC,14
DTC DTCP JJD CCP NNC LM,14
CCB NNC CCP RBL,14
CDB PMS CCB DTCP,14
NNC CCB CDB_PMP,14
CCT JJD_CCP NNC CCB NNC CCB,14
NNC CCP JJD DTC,14
CCP NNC CCB DTCP NNC CCT,14
NNC CCP VBTR_VBAF CCT DTCP,14
NNC LM RBM VBAF,14
CCB PRSP_CCP NNC_CCP,14
LM VBTS CCT NNC_PMC,14
CCP DTCP NNC LM VBTS,14
CCB JJD CCP NNC CCA,14
CCT NNC CCP DTC NNC,14
VBTR CCP NNC CCT,14
LM VBTS JJD_CCP,14
CCT JJD_CCP NNC CCB NNC_PMP,14
DTP NNP NNP CCP NNC,14
NNC DTC NNP CCT,14
RBF VBTS CCB NNC,14
JJN_CCP NNC RBI,14
CCB DTCP JJD PMS,14
NNC CCT NNC CCB NNC CCB NNP,14
PRC_CCP NNC CCB,14
CCR CCT NNC CCP,14
NNC CCB CDB PMS,14
VBW DTC NNC CCT NNC,14
NNC RBW_CCP NNP CDB_PMP,14
LM JJD_CCP NNC CCB,14
NNP RBW_CCP NNP CDB,14
CCP DTC NNC LM RBM,14
NNC CCP VBW PMS,14
NNC CCT VBW CCB NNC,14
VBTS CCB DTCP NNC CCP DTC,14
CCA VBOF DTC NNC CCB,14
CCT JJD_CCP PMS,14
VBTS CCT NNC LM,14
CCB NNP NNP CCT NNC CCB,14
RBW CCT JJD_CCP,14
CCT DTC PRSP_CCP,14
DTC NNC CCB NNP NNP_PMC,14
PMS VBTF CCB NNC,14
CCT DTCP VBTR CCP,14
NNP CCB NNP CCT NNC CCB,14
LM VBTR CCB JJD_CCP NNC,14
LM VBTS CCT JJD CCB,14
NNP CCB RBW_PMP,14
LM VBTS RBW_CCP NNC,14
NNC CCB NNP CCA NNP_PMP,14
CCP DTPP NNP NNP CCA NNP,14
CCP DTC NNP NNP LM,14
VBOF CCB DTCP NNC DTC,14
VBTS CCB PRSP_CCP NNC CCT,14
CCB NNC CCB JJD CCP,14
RBI DTP NNP CCP DTC,14
JJC_CCP NNC_PMP,14
NNP CCP JJD CCT,14
VBW CCB JJD_CCP NNC CCB,14
VBTS CCP DTC NNC CCB NNC,14
NNC CCP VBOF DTC NNC CCB,14
CCT PRI_CCP RBF,14
NNC RBL CCT NNC_PMP,14
NNC JJD CCT NNC CCB,14
CCP RBL CCT NNP,14
CCT NNC CCB PRI,14
NNC CCB NNP NNP NNP NNPA,14
NNP RBW_CCP NNP CDB_PMC,14
NNC CCT NNC CCB NNC CCT NNP,14
CCT JJD CCP NNC CCB DTCP,14
VBW CCB NNC CCA,14
PRI CCB NNC_CCP,14
CCB DTCP NNC RBR CCT,14
CCB NNC_CCP JJD CCT,14
CCB DTCP NNC RBR,14
NNC LM VBAF CCP,14
NNP CCT JJN PMS,14
LM VBTS CCP NNC,14
CCP DTCP NNC CCT NNP,14
CCB NNP DTC DTCP NNC,14
JJC_CCP NNC CCT,14
DTC DTCP NNC CCB NNC CCA,14
NNC_CCP NNC CCT NNC CCB,14
DTC NNP NNP CCB NNP CCP DTP,14
NNC RBW VBW DTC,14
CCA PRI_CCP NNC CCB,14
NNC CCP VBAF CCB NNC,14
VBTS DTC NNC_PMC,14
DTC NNC DTP NNP CCT,14
LM VBTS CCT PRI_CCP NNC CCT,14
NNC CCP CDB PMS CDB,14
CCB NNC DTP NNP_PMC,14
NNP LM VBTS CCT NNP,14
NNP NNP CCP VBTS CCB,14
RBW JJN_CCP NNC,14
NNC_CCP VBW CCT,14
PRI CCT DTCP JJD_CCP,14
CDB CCP DTCP NNC CCB,14
NNC CCB RBD_CCP,14
VBW DTC NNC CCA,14
CCR PMS VBTF CCT,14
CCR PMS NNC CCP,14
RBF JJD_CCP NNC CCT,14
DTP NNP CCP PRS,14
JJD_CCP DTCP NNC_PMP,14
DTC NNC CCT NNP NNP,14
CCA DTCP NNC LM,14
LM VBTF CCB JJD_CCP,14
JJCC CCT CDB CCP,14
CCT NNC CCP CDB_PMP,14
NNC CCT PRSP_CCP JJD_CCP,14
NNP LM VBTS DTC NNC CCB,14
RBI CCB JJD_CCP,14
DTP NNP CCT PRI_CCP NNC,14
CCA DTC PRI_CCP,14
CCT VBTS CCP NNC,14
JJN CCP NNC LM,14
JJN_CCP NNC_CCP NNC_PMP,14
VBTS CCT PRI_CCP JJD,14
CCT NNC RBW_CCP NNC,14
VBTS CCB NNP DTC NNC,14
JJC CCB NNC CCT,14
NNP CCP PRO LM,14
DTCP NNC CCA NNC CCB,14
DTC NNC CCP VBOF DTC,14
NNP CCR CCT NNC,14
LM JJD CCP NNC,14
NNC CCB NNP NNP NNP CCP,14
CCB NNC LM JJD,14
NNC CCB NNC CCP VBTR CCT,14
NNP NNP CCT PRI_CCP NNC,14
LM VBOF DTC DTCP,14
NNC CCB NNP NNP CCT NNP,14
CCP VBOF DTP NNP,14
CCT PRI_CCP NNC CCP VBTR,14
VBS PRS_CCP VBOF,14
CCB NNC CCB NNC CCT NNP,14
VBTS PRS DTC NNC,14
VBW CCB PRSP_CCP NNC,14
RBR CCT NNP_PMC,14
NNC CCB JJD_CCP NNC CCT NNC,14
CCP VBTS PRS DTC,14
CCT PRQ_CCP NNC CCT,14
VBW DTC PRI_CCP NNC,14
CCP NNC CCT NNC CCB NNP,14
NNC CCB PRQ_CCP NNC,14
NNC CCT NNC CCB JJD CCP,14
NNC LM RBD_CCP VBAF,14
CCT DTCP NNC DTC,14
RBI CCB NNC_PMP,14
DTC NNC CCB NNC LM VBTS CCT,14
DTC NNC CCP PRO LM VBTS,14
VBTS CCB NNC CCB NNP NNP,14
DTC DTCP NNC_CCP NNC,14
NNP LM PRI CCT,14
LM VBTS CCP VBOF DTC,14
PRS_CCP VBAF CCB,14
JJD_CCP NNC CCT PRSP_CCP,14
CCT CCB DTCP NNC,14
NNP CCP NNC CCB NNC,14
CCB NNC CCT FW,14
PMS JJN CCP NNC,14
PRI_CCP NNC CCP VBTR CCT,14
NNC RBW_CCP NNP CDB,14
NNC CCA PRO LM,14
CCP DTC PRI_CCP NNC,14
CCT NNP CCA VBTS,14
CCT NNC CCB NNP PMS,14
CCT VBOF DTC NNP,14
LM VBTS VBW CCB,14
CCT DTCP NNC CCB NNC CCP,14
CCT NNC CCB DTCP NNC_PMC,14
DTCP NNC CCB NNP DTC,14
CCB DTCP NNC_CCP NNC,14
VBTS RBW_CCP NNP CDB,14
DTC NNP NNP LM VBTR,14
CCB NNC DTC NNC CCT,14
CDB CCT JJN_CCP,14
PRI_CCP NNC CCP RBF,14
CCB NNC CCT DTCP NNC_CCP,14
CCP JJD DTC NNC,14
JJD_CCP NNC CCT VBW,14
CCT NNC CCP DTP NNP NNP,14
NNC CCB DTCP NNP CCT,14
NNP CCP DTCP NNC,14
PRI_CCP FW CCT,14
VBTR PMS NNC CCT,14
PRS_CCP VBTS CCT,14
PRS CCP DTC NNC LM,14
CCT NNC CCB CDB NNC,14
JJCS_JJD_CCP NNC CCT NNC,14
NNC LM VBS_CCP,14
VBTF CCT DTCP NNC,14
DTC NNC CCP NNP,14
FW CCP NNC LM,14
JJCC JJD_CCP NNC CCB,14
NNP NNP LM VBTS NNC,14
NNC CCB FW FW CCP,14
DTCP NNC CCT FW,14
LM VBAF CCT NNC CCB NNP,14
VBTS CCP DTCP NNC,14
NNP NNP DTC PRSP_CCP,14
PRQ_CCP NNC VBW,14
LM VBS_CCP VBW,14
JJD CCP VBOF CCB,14
JJD CCB NNP_PMP,14
NNC LM JJCC JJD,14
JJN PMS JJN_CCP NNC,14
VBOF DTC JJN_CCP,14
VBH NNC CCT NNC CCB,14
VBTS DTP NNP CCP DTC NNC,14
NNC CCB NNC CCT NNP CCP,14
NNC LM VBTR_VBAF CCB,14
DTCP NNC CCB NNP CCB NNP,14
CCA VBTS CCT NNP,14
CCP DTCP JJD_CCP NNC,14
CCT PRI_CCP NNC_CCP NNC,14
CCP JJCS_JJD_CCP NNC,14
VBTS CCT NNC_CCP NNC,14
JJD CCB NNP LM,14
NNC CCB JJN PMS,14
LM VBTF CCB NNC CCT,14
CCB JJN_CCP NNC RBW,14
DTC NNP NNP CCB NNP CCP,14
RBL CCT PRI_CCP NNC,14
VBTR DTP NNP CCP,14
DTC VBTS NNC CCB,14
VBTS CCB NNC DTP NNP,14
NNC_CCP VBH JJD,14
RBK RBQ DTC VBTS,14
NNC CCB NNC LM RBD_CCP,14
NNC CCT JJC_CCP,14
NNP DTC DTCP NNC CCB,14
NNC LM VBTS CCB JJD,14
NNP CCP DTP NNP LM,14
RBW_CCP PRI_CCP NNC,14
CCB DTCP NNC CCB NNPA,14
CCT JJD CCP NNC CCT NNC,14
NNC CCB NNC CCP VBW,14
CCP NNC CCT NNP NNP,14
VBTS CCT NNC CCB NNC CCT,14
CCA PRI RBI_CCP NNC,14
NNC CCB NNP DTC VBTS,14
CCB NNP_CCP NNC,14
NNP NNP LM VBTR CCT,14
CCT CCT DTCP NNC CCB NNC,14
RBW_CCP JJN_CCP NNC,14
CCP NNC LM VBTF,14
CCT PRQ_CCP DTCP NNC,14
PRI RBI_CCP JJD_CCP,14
NNC CCB NNP CCB NNP CCP,14
VBTS CCT PRSP_CCP NNC CCT,14
NNP CCP NNC_PMC,14
RBL CCT NNP NNP_PMC,14
VBOF DTC PRI CCB,14
CCP NNC PMS NNC CCB,14
CCB NNC CCT NNC CCB NNC_PMP,14
CCP NNC CCT PRI_CCP NNC,14
VBOF CCB NNP NNP DTC,14
JJD_CCP DTCP NNC CCB NNC,13
RBD_CCP VBOF DTC DTCP,13
NNP CCP NNC CCB NNP,13
LM VBTS RBI_PMP,13
VBS PRP_CCP VBW,13
DTCP NNC CCA DTCP NNC CCB,13
CCT DTCP JJD_CCP NNC_PMC,13
CCT NNP CCB NNP_CCP,13
LM RBF JJD CCT,13
PRI_CCP NNC LM VBTR,13
JJN PMS JJN CCP NNC,13
NNC LM VBTS DTP,13
NNP LM RBL NNC,13
CCT NNP LM VBAF,13
DTC PRI_CCP NNP,13
NNC CCA PRI RBI_CCP,13
NNC LM VBTR CCP DTC NNC,13
NNP LM VBTS CCB NNC CCP,13
NNC LM VBTS DTP NNP,13
VBTS RBI CCB NNC CCP,13
DTP NNP NNP CCP DTC NNC,13
DTC DTCP CCR PMS,13
NNP LM VBTS CCB DTCP NNC,13
JJN_CCP NNC DTP,13
DTC NNC CCB NNC CCB DTCP,13
CCT NNC CCP VBAF,13
CCB NNC LM VBTR CCB,13
PRP CCT NNC CCB,13
JJD CCP NNC CCT NNC CCT,13
PRI_CCP NNC_CCP NNP,13
LM VBH JJD CCP,13
CCB DTCP NNC RBW,13
CCP DTC NNC CCB NNC CCB,13
RBW CCT JJN_CCP,13
DTC DTCP NNC RBW,13
VBW CCP DTC NNC,13
CCB DTCP NNC CCT PRI_CCP,13
NNC CCT VBTR_CCP,13
CCT JJN_CCP NNC_CCP NNC,13
NNC CCA DTC NNC CCB,13
DTCP NNC CCP VBTS PMS,13
VBTS RBI CCB DTCP,13
DTC NNC_CCP PMS,13
VBN_CCP NNC DTC,13
LM RBF VBTR CCP,13
FW CCT DTCP NNC,13
CDB PMS NNC_CCP NNC CCP,13
CCT NNC CCB CCR PMS NNC,13
LM RBD_CCP VBW CCT,13
JJD_CCP NNC CCP DTP,13
JJD_CCP NNC CCP DTP NNP,13
NNC CCB JJD CCP NNC CCP,13
CCB NNC CCB PRI_CCP NNC,13
CCT DTCP VBTF CCP,13
NNC CCB DTCP NNC CCP VBTS,13
NNC CCP VBH DTCP,13
CCT JJN_CCP JJD,13
JJD_CCP VBW CCT,13
CCB NNC CCP NNC CCT,13
RBI CCB NNC DTC,13
RBD CCP VBTR CCT,13
DTC NNC_CCP JJD CCB,13
RBL JJD CCB NNC,13
