N-Gram_ID,N-Gram_Size,RoughPOS_N-Gram,DetailedPOS_N-Gram,N-Gram,Lemma_N-Gram
000177,7,VB.* DT.* DT.* NN.* CC.* DT.* NN.*,VBW DTC DTCP NNC CCT DTCP NNC,makilala ang mga uod sa mga matatanda,makilala ang mga uod sa mga matatanda
000178,7,DT.* DT.* NN.* CC.* DT.* NN.* NN.*,DTC DTCP NNC CCT DTCP NNC NNC,ang mga uod sa mga matatanda pagsubok,ang mga uod sa mga matatanda pagsubok
000179,7,DT.* NN.* NN.* CC.* CC.* NN.* CC.*,DTCP NNC NNC CCT CCT NNC CCB,mga matatanda pagsubok para sa presensiya ng,mga matatanda pagsubok para sa presensiya ng
000180,7,NN.* NN.* CC.* CC.* NN.* CC.* DT.*,NNC NNC CCT CCT NNC CCB DTCP,matatanda pagsubok para sa presensiya ng mga,matatanda pagsubok para sa presensiya ng mga
000181,7,NN.* CC.* CC.* NN.* CC.* DT.* NN.*_PM.*,NNC CCT CCT NNC CCB DTCP NNC_PMC,"pagsubok para sa presensiya ng mga parasito,",pagsubok para sa presensiya ng mga parasito
000182,4,JJ.* CC.* PR.* RB.*,JJCC CCR PRI RBI,lalo pag isa lang,lalo pag isa lang
000183,4,CC.* PR.* RB.* DT.*,CCR PRI RBI DTC,pag isa lang ang,pag isa lang ang
000184,4,PR.* RB.* DT.* VB.*,PRI RBI DTC VBTR,isa lang ang ginagawa,isa lang ang ginagawa
000185,5,JJ.* CC.* PR.* RB.* DT.*,JJCC CCR PRI RBI DTC,lalo pag isa lang ang,lalo pag isa lang ang
000186,5,CC.* PR.* RB.* DT.* VB.*,CCR PRI RBI DTC VBTR,pag isa lang ang ginagawa,pag isa lang ang ginagawa
000187,6,JJ.* CC.* PR.* RB.* DT.* VB.*,JJCC CCR PRI RBI DTC VBTR,lalo pag isa lang ang ginagawa,lalo pag isa lang ang ginagawa
000188,2,PR.* NN.*_PM.*,PRSP_CCP NNC_PMP,kanilang baranggay.,kanilang baranggay.
000189,3,RB.* CC.* PR.*,RBI CCT PRSP_CCP,lang sa kanilang,lang sa kanilang
000190,3,CC.* PR.* NN.*_PM.*,CCT PRSP_CCP NNC_PMP,sa kanilang baranggay.,sa kanilang baranggay.
000191,4,RB.* CC.* RB.* VB.*,RBF CCR RBT VBW,Di kasi talaga matuto,Di kasi talaga matuto
000192,4,CC.* RB.* VB.* DT.*,CCR RBT VBW DTC,kasi talaga matuto ang,kasi talaga matuto ang
000193,4,RB.* VB.* DT.* PR.*,RBT VBW DTC PRI,talaga matuto ang karamihan,talaga matuto ang karamihan
000194,4,VB.* DT.* PR.* CC.*,VBW DTC PRI CCB,matuto ang karamihan ng,matuto ang karamihan ng
000195,4,DT.* PR.* CC.* NN.*,DTC PRI CCB NNP,ang karamihan ng Pilipino,ang karamihan ng Pilipino
000196,4,PR.* CC.* NN.* CC.*,PRI CCB NNP CCP,karamihan ng Pilipino na,karamihan ng Pilipino na
000197,4,CC.* NN.* CC.* VB.*,CCB NNP CCP VBAF,ng Pilipino na bumoto,ng Pilipino na bumoto
000198,4,NN.* CC.* VB.* CC.*,NNP CCP VBAF CCB,Pilipino na bumoto ng,Pilipino na bumoto ng
000199,4,CC.* VB.* CC.* JJ.*,CCP VBAF CCB JJN,na bumoto ng karapat,na bumoto ng karapat
000200,4,VB.* CC.* JJ.* VB.*,VBAF CCB JJN VBS,bumoto ng karapat dapat,bumoto ng karapat dapat
000201,4,CC.* JJ.* VB.* CC.*,CCB JJN VBS CCP,ng karapat dapat na,ng karapat dapat na
000202,4,JJ.* VB.* CC.* VB.*,JJN VBS CCP VBW,karapat dapat na mamuno,karapat dapat na mamuno
000203,4,VB.* CC.* VB.* CC.*,VBS CCP VBW CCT,dapat na mamuno kahit,dapat na mamuno kahit
000204,4,CC.* VB.* CC.* RB.*,CCP VBW CCT RBI,na mamuno kahit man,na mamuno kahit man
000205,4,RB.* RB.* CC.* PR.*,RBI RBI CCT PRSP_CCP,man lang sa kanilang,man lang sa kanilang
000206,4,RB.* CC.* PR.* NN.*_PM.*,RBI CCT PRSP_CCP NNC_PMP,lang sa kanilang baranggay.,lang sa kanilang baranggay.
000207,5,RB.* CC.* RB.* VB.* DT.*,RBF CCR RBT VBW DTC,Di kasi talaga matuto ang,Di kasi talaga matuto ang
000208,5,CC.* RB.* VB.* DT.* PR.*,CCR RBT VBW DTC PRI,kasi talaga matuto ang karamihan,kasi talaga matuto ang karamihan
000209,5,RB.* VB.* DT.* PR.* CC.*,RBT VBW DTC PRI CCB,talaga matuto ang karamihan ng,talaga matuto ang karamihan ng
000210,5,VB.* DT.* PR.* CC.* NN.*,VBW DTC PRI CCB NNP,matuto ang karamihan ng Pilipino,matuto ang karamihan ng Pilipino
000211,5,DT.* PR.* CC.* NN.* CC.*,DTC PRI CCB NNP CCP,ang karamihan ng Pilipino na,ang karamihan ng Pilipino na
000212,5,PR.* CC.* NN.* CC.* VB.*,PRI CCB NNP CCP VBAF,karamihan ng Pilipino na bumoto,karamihan ng Pilipino na bumoto
000213,5,CC.* NN.* CC.* VB.* CC.*,CCB NNP CCP VBAF CCB,ng Pilipino na bumoto ng,ng Pilipino na bumoto ng
000214,5,NN.* CC.* VB.* CC.* JJ.*,NNP CCP VBAF CCB JJN,Pilipino na bumoto ng karapat,Pilipino na bumoto ng karapat
000215,5,CC.* VB.* CC.* JJ.* VB.*,CCP VBAF CCB JJN VBS,na bumoto ng karapat dapat,na bumoto ng karapat dapat
000216,5,VB.* CC.* JJ.* VB.* CC.*,VBAF CCB JJN VBS CCP,bumoto ng karapat dapat na,bumoto ng karapat dapat na
000217,5,CC.* JJ.* VB.* CC.* VB.*,CCB JJN VBS CCP VBW,ng karapat dapat na mamuno,ng karapat dapat na mamuno
000218,5,JJ.* VB.* CC.* VB.* CC.*,JJN VBS CCP VBW CCT,karapat dapat na mamuno kahit,karapat dapat na mamuno kahit
000219,5,VB.* CC.* VB.* CC.* RB.*,VBS CCP VBW CCT RBI,dapat na mamuno kahit man,dapat na mamuno kahit man
000220,5,CC.* VB.* CC.* RB.* RB.*,CCP VBW CCT RBI RBI,na mamuno kahit man lang,na mamuno kahit man lang
000221,5,CC.* RB.* RB.* CC.* PR.*,CCT RBI RBI CCT PRSP_CCP,kahit man lang sa kanilang,kahit man lang sa kanilang
000222,5,RB.* RB.* CC.* PR.* NN.*_PM.*,RBI RBI CCT PRSP_CCP NNC_PMP,man lang sa kanilang baranggay.,man lang sa kanilang baranggay.
000223,6,RB.* CC.* RB.* VB.* DT.* PR.*,RBF CCR RBT VBW DTC PRI,Di kasi talaga matuto ang karamihan,Di kasi talaga matuto ang karamihan
000224,6,CC.* RB.* VB.* DT.* PR.* CC.*,CCR RBT VBW DTC PRI CCB,kasi talaga matuto ang karamihan ng,kasi talaga matuto ang karamihan ng
000225,6,RB.* VB.* DT.* PR.* CC.* NN.*,RBT VBW DTC PRI CCB NNP,talaga matuto ang karamihan ng Pilipino,talaga matuto ang karamihan ng Pilipino
000226,6,VB.* DT.* PR.* CC.* NN.* CC.*,VBW DTC PRI CCB NNP CCP,matuto ang karamihan ng Pilipino na,matuto ang karamihan ng Pilipino na
000227,6,DT.* PR.* CC.* NN.* CC.* VB.*,DTC PRI CCB NNP CCP VBAF,ang karamihan ng Pilipino na bumoto,ang karamihan ng Pilipino na bumoto
000228,6,PR.* CC.* NN.* CC.* VB.* CC.*,PRI CCB NNP CCP VBAF CCB,karamihan ng Pilipino na bumoto ng,karamihan ng Pilipino na bumoto ng
000229,6,CC.* NN.* CC.* VB.* CC.* JJ.*,CCB NNP CCP VBAF CCB JJN,ng Pilipino na bumoto ng karapat,ng Pilipino na bumoto ng karapat
000230,6,NN.* CC.* VB.* CC.* JJ.* VB.*,NNP CCP VBAF CCB JJN VBS,Pilipino na bumoto ng karapat dapat,Pilipino na bumoto ng karapat dapat
000231,6,CC.* VB.* CC.* JJ.* VB.* CC.*,CCP VBAF CCB JJN VBS CCP,na bumoto ng karapat dapat na,na bumoto ng karapat dapat na
000232,6,VB.* CC.* JJ.* VB.* CC.* VB.*,VBAF CCB JJN VBS CCP VBW,bumoto ng karapat dapat na mamuno,bumoto ng karapat dapat na mamuno
000233,6,CC.* JJ.* VB.* CC.* VB.* CC.*,CCB JJN VBS CCP VBW CCT,ng karapat dapat na mamuno kahit,ng karapat dapat na mamuno kahit
000234,6,JJ.* VB.* CC.* VB.* CC.* RB.*,JJN VBS CCP VBW CCT RBI,karapat dapat na mamuno kahit man,karapat dapat na mamuno kahit man
000235,6,VB.* CC.* VB.* CC.* RB.* RB.*,VBS CCP VBW CCT RBI RBI,dapat na mamuno kahit man lang,dapat na mamuno kahit man lang
000236,6,CC.* VB.* CC.* RB.* RB.* CC.*,CCP VBW CCT RBI RBI CCT,na mamuno kahit man lang sa,na mamuno kahit man lang sa
000237,6,VB.* CC.* RB.* RB.* CC.* PR.*,VBW CCT RBI RBI CCT PRSP_CCP,mamuno kahit man lang sa kanilang,mamuno kahit man lang sa kanilang
000238,6,CC.* RB.* RB.* CC.* PR.* NN.*_PM.*,CCT RBI RBI CCT PRSP_CCP NNC_PMP,kahit man lang sa kanilang baranggay.,kahit man lang sa kanilang baranggay.
000239,7,RB.* CC.* RB.* VB.* DT.* PR.* CC.*,RBF CCR RBT VBW DTC PRI CCB,Di kasi talaga matuto ang karamihan ng,Di kasi talaga matuto ang karamihan ng
000240,7,CC.* RB.* VB.* DT.* PR.* CC.* NN.*,CCR RBT VBW DTC PRI CCB NNP,kasi talaga matuto ang karamihan ng Pilipino,kasi talaga matuto ang karamihan ng Pilipino
000241,7,RB.* VB.* DT.* PR.* CC.* NN.* CC.*,RBT VBW DTC PRI CCB NNP CCP,talaga matuto ang karamihan ng Pilipino na,talaga matuto ang karamihan ng Pilipino na
000242,7,VB.* DT.* PR.* CC.* NN.* CC.* VB.*,VBW DTC PRI CCB NNP CCP VBAF,matuto ang karamihan ng Pilipino na bumoto,matuto ang karamihan ng Pilipino na bumoto
000243,7,DT.* PR.* CC.* NN.* CC.* VB.* CC.*,DTC PRI CCB NNP CCP VBAF CCB,ang karamihan ng Pilipino na bumoto ng,ang karamihan ng Pilipino na bumoto ng
000244,7,PR.* CC.* NN.* CC.* VB.* CC.* JJ.*,PRI CCB NNP CCP VBAF CCB JJN,karamihan ng Pilipino na bumoto ng karapat,karamihan ng Pilipino na bumoto ng karapat
000245,7,CC.* NN.* CC.* VB.* CC.* JJ.* VB.*,CCB NNP CCP VBAF CCB JJN VBS,ng Pilipino na bumoto ng karapat dapat,ng Pilipino na bumoto ng karapat dapat
000246,7,NN.* CC.* VB.* CC.* JJ.* VB.* CC.*,NNP CCP VBAF CCB JJN VBS CCP,Pilipino na bumoto ng karapat dapat na,Pilipino na bumoto ng karapat dapat na
000247,7,CC.* VB.* CC.* JJ.* VB.* CC.* VB.*,CCP VBAF CCB JJN VBS CCP VBW,na bumoto ng karapat dapat na mamuno,na bumoto ng karapat dapat na mamuno
000248,7,VB.* CC.* JJ.* VB.* CC.* VB.* CC.*,VBAF CCB JJN VBS CCP VBW CCT,bumoto ng karapat dapat na mamuno kahit,bumoto ng karapat dapat na mamuno kahit
000249,7,CC.* JJ.* VB.* CC.* VB.* CC.* RB.*,CCB JJN VBS CCP VBW CCT RBI,ng karapat dapat na mamuno kahit man,ng karapat dapat na mamuno kahit man
000250,7,JJ.* VB.* CC.* VB.* CC.* RB.* RB.*,JJN VBS CCP VBW CCT RBI RBI,karapat dapat na mamuno kahit man lang,karapat dapat na mamuno kahit man lang
000251,7,VB.* CC.* VB.* CC.* RB.* RB.* CC.*,VBS CCP VBW CCT RBI RBI CCT,dapat na mamuno kahit man lang sa,dapat na mamuno kahit man lang sa
000252,7,CC.* VB.* CC.* RB.* RB.* CC.* PR.*,CCP VBW CCT RBI RBI CCT PRSP_CCP,na mamuno kahit man lang sa kanilang,na mamuno kahit man lang sa kanilang
000253,7,VB.* CC.* RB.* RB.* CC.* PR.* NN.*_PM.*,VBW CCT RBI RBI CCT PRSP_CCP NNC_PMP,mamuno kahit man lang sa kanilang baranggay.,mamuno kahit man lang sa kanilang baranggay.
000254,2,JJ.* NN.*_PM.*,JJD_CCP NNC_PMC,"simpleng empleyado,",simpleng empleyado
000255,3,CC.* DT.* NN.*,CCT DTC NNC_CCP,Pero ang kawawang,Pero ang kawawang
000256,3,DT.* NN.* JJ.*,DTC NNC_CCP JJD_CCP,ang kawawang simpleng,ang kawawang simpleng
000257,3,NN.* JJ.* NN.*_PM.*,NNC_CCP JJD_CCP NNC_PMC,"kawawang simpleng empleyado,",kawawang simpleng empleyado
000258,4,CC.* DT.* NN.* JJ.*,CCT DTC NNC_CCP JJD_CCP,Pero ang kawawang simpleng,Pero ang kawawang simpleng
000259,4,DT.* NN.* JJ.* NN.*_PM.*,DTC NNC_CCP JJD_CCP NNC_PMC,"ang kawawang simpleng empleyado,",ang kawawang simpleng empleyado
000260,5,CC.* DT.* NN.* JJ.* NN.*_PM.*,CCT DTC NNC_CCP JJD_CCP NNC_PMC,"Pero ang kawawang simpleng empleyado,",Pero ang kawawang simpleng empleyado
000261,4,DT.* CC.* PM.* JJ.*,DTC CCR PMS JJD,ang pag-kakahiwahiwalay ng mga,ang pag-kakahiwahiwalay ng mga
000262,4,CC.* PM.* JJ.* CC.*,CCR PMS JJD CCB,pag-kakahiwahiwalay ng mga pulo,pag-kakahiwahiwalay ng mga pulo
000263,4,PM.* JJ.* CC.* DT.*,PMS JJD CCB DTCP,ng mga pulo ay,ng mga pulo ay
000264,4,JJ.* CC.* DT.* NN.*,JJD CCB DTCP NNC,mga pulo ay ay,mga pulo ay ay
000265,4,CC.* DT.* NN.* LM,CCB DTCP NNC LM,pulo ay ay nakakapag,pulo ay ay nakakapag
000266,5,DT.* CC.* PM.* JJ.* CC.*,DTC CCR PMS JJD CCB,ang pag-kakahiwahiwalay ng mga pulo,ang pag-kakahiwahiwalay ng mga pulo
000267,5,CC.* PM.* JJ.* CC.* DT.*,CCR PMS JJD CCB DTCP,pag-kakahiwahiwalay ng mga pulo ay,pag-kakahiwahiwalay ng mga pulo ay
000268,5,PM.* JJ.* CC.* DT.* NN.*,PMS JJD CCB DTCP NNC,ng mga pulo ay ay,ng mga pulo ay ay
000269,5,JJ.* CC.* DT.* NN.* LM,JJD CCB DTCP NNC LM,mga pulo ay ay nakakapag,mga pulo ay ay nakakapag
000270,5,CC.* DT.* NN.* LM LM,CCB DTCP NNC LM LM,pulo ay ay nakakapag pahina,pulo ay ay nakakapag pahina
000271,5,DT.* NN.* LM LM VB.*,DTCP NNC LM LM VBTR,ay ay nakakapag pahina ng,ay ay nakakapag pahina ng
000272,6,DT.* CC.* PM.* JJ.* CC.* DT.*,DTC CCR PMS JJD CCB DTCP,ang pag-kakahiwahiwalay ng mga pulo ay,ang pag-kakahiwahiwalay ng mga pulo ay
000273,6,CC.* PM.* JJ.* CC.* DT.* NN.*,CCR PMS JJD CCB DTCP NNC,pag-kakahiwahiwalay ng mga pulo ay ay,pag-kakahiwahiwalay ng mga pulo ay ay
000274,6,PM.* JJ.* CC.* DT.* NN.* LM,PMS JJD CCB DTCP NNC LM,ng mga pulo ay ay nakakapag,ng mga pulo ay ay nakakapag
000275,6,JJ.* CC.* DT.* NN.* LM LM,JJD CCB DTCP NNC LM LM,mga pulo ay ay nakakapag pahina,mga pulo ay ay nakakapag pahina
000276,6,CC.* DT.* NN.* LM LM VB.*,CCB DTCP NNC LM LM VBTR,pulo ay ay nakakapag pahina ng,pulo ay ay nakakapag pahina ng
000277,6,DT.* NN.* LM LM VB.* NN.*,DTCP NNC LM LM VBTR NNC,ay ay nakakapag pahina ng ating,ay ay nakakapag pahina ng ating
000278,7,DT.* CC.* PM.* JJ.* CC.* DT.* NN.*,DTC CCR PMS JJD CCB DTCP NNC,ang pag-kakahiwahiwalay ng mga pulo ay ay,ang pag-kakahiwahiwalay ng mga pulo ay ay
000279,7,CC.* PM.* JJ.* CC.* DT.* NN.* LM,CCR PMS JJD CCB DTCP NNC LM,pag-kakahiwahiwalay ng mga pulo ay ay nakakapag,pag-kakahiwahiwalay ng mga pulo ay ay nakakapag
000280,7,PM.* JJ.* CC.* DT.* NN.* LM LM,PMS JJD CCB DTCP NNC LM LM,ng mga pulo ay ay nakakapag pahina,ng mga pulo ay ay nakakapag pahina
000281,7,JJ.* CC.* DT.* NN.* LM LM VB.*,JJD CCB DTCP NNC LM LM VBTR,mga pulo ay ay nakakapag pahina ng,mga pulo ay ay nakakapag pahina ng
000282,7,CC.* DT.* NN.* LM LM VB.* NN.*,CCB DTCP NNC LM LM VBTR NNC,pulo ay ay nakakapag pahina ng ating,pulo ay ay nakakapag pahina ng ating
000283,3,VB.* PR.* VB.*,VBTF PRP_CCP VBW,mahihirapan tayong mag,mahihirapan tayong mag
000284,3,PR.* VB.* FW,PRP_CCP VBW FW,tayong mag tipon,tayong mag tipon
000285,4,VB.* PR.* VB.* FW,VBTF PRP_CCP VBW FW,mahihirapan tayong mag tipon,mahihirapan tayong mag tipon
000286,4,PR.* VB.* FW FW,PRP_CCP VBW FW FW,tayong mag tipon tipon,tayong mag tipon tipon
000287,4,FW CC.* VB.* RB.*,FW CCR VBTR RBI,tipon dahil hiwahiwalay nga,tipon dahil hiwahiwalay nga
000288,4,CC.* VB.* RB.* DT.*,CCR VBTR RBI DTC,dahil hiwahiwalay nga ang,dahil hiwahiwalay nga ang
000289,4,VB.* RB.* DT.* DT.*,VBTR RBI DTC DTCP,hiwahiwalay nga ang mga,hiwahiwalay nga ang mga
000290,5,VB.* PR.* VB.* FW FW,VBTF PRP_CCP VBW FW FW,mahihirapan tayong mag tipon tipon,mahihirapan tayong mag tipon tipon
000291,5,PR.* VB.* FW FW CC.*,PRP_CCP VBW FW FW CCR,tayong mag tipon tipon dahil,tayong mag tipon tipon dahil
000292,5,VB.* FW FW CC.* VB.*,VBW FW FW CCR VBTR,mag tipon tipon dahil hiwahiwalay,mag tipon tipon dahil hiwahiwalay
000293,5,FW FW CC.* VB.* RB.*,FW FW CCR VBTR RBI,tipon tipon dahil hiwahiwalay nga,tipon tipon dahil hiwahiwalay nga
000294,5,FW CC.* VB.* RB.* DT.*,FW CCR VBTR RBI DTC,tipon dahil hiwahiwalay nga ang,tipon dahil hiwahiwalay nga ang
000295,5,CC.* VB.* RB.* DT.* DT.*,CCR VBTR RBI DTC DTCP,dahil hiwahiwalay nga ang mga,dahil hiwahiwalay nga ang mga
000296,6,VB.* PR.* VB.* FW FW CC.*,VBTF PRP_CCP VBW FW FW CCR,mahihirapan tayong mag tipon tipon dahil,mahihirapan tayong mag tipon tipon dahil
000297,6,PR.* VB.* FW FW CC.* VB.*,PRP_CCP VBW FW FW CCR VBTR,tayong mag tipon tipon dahil hiwahiwalay,tayong mag tipon tipon dahil hiwahiwalay
000298,6,VB.* FW FW CC.* VB.* RB.*,VBW FW FW CCR VBTR RBI,mag tipon tipon dahil hiwahiwalay nga,mag tipon tipon dahil hiwahiwalay nga
000299,6,FW FW CC.* VB.* RB.* DT.*,FW FW CCR VBTR RBI DTC,tipon tipon dahil hiwahiwalay nga ang,tipon tipon dahil hiwahiwalay nga ang
000300,6,FW CC.* VB.* RB.* DT.* DT.*,FW CCR VBTR RBI DTC DTCP,tipon dahil hiwahiwalay nga ang mga,tipon dahil hiwahiwalay nga ang mga
000301,7,VB.* PR.* VB.* FW FW CC.* VB.*,VBTF PRP_CCP VBW FW FW CCR VBTR,mahihirapan tayong mag tipon tipon dahil hiwahiwalay,mahihirapan tayong mag tipon tipon dahil hiwahiwalay
000302,7,PR.* VB.* FW FW CC.* VB.* RB.*,PRP_CCP VBW FW FW CCR VBTR RBI,tayong mag tipon tipon dahil hiwahiwalay nga,tayong mag tipon tipon dahil hiwahiwalay nga
000303,7,VB.* FW FW CC.* VB.* RB.* DT.*,VBW FW FW CCR VBTR RBI DTC,mag tipon tipon dahil hiwahiwalay nga ang,mag tipon tipon dahil hiwahiwalay nga ang
000304,7,FW FW CC.* VB.* RB.* DT.* DT.*,FW FW CCR VBTR RBI DTC DTCP,tipon tipon dahil hiwahiwalay nga ang mga,tipon tipon dahil hiwahiwalay nga ang mga
000305,3,PR.* DT.* NN.*,PRO_CCP DTCP NNC_CCP,taong salat sa,taong salat sa
000306,3,DT.* NN.* JJ.*,DTCP NNC_CCP JJD,salat sa edukasyon,salat sa edukasyon
000307,3,NN.* JJ.* CC.*,NNC_CCP JJD CCT,sa edukasyon para,sa edukasyon para
000308,4,CC.* VB.* PR.* PR.*,CCR VBN PRO PRP,kapag wala ito tayo,kapag wala ito tayo
000309,4,VB.* PR.* PR.* VB.*,VBN PRO PRP VBW,wala ito tayo magkagulo-gulo,wala ito tayo magkagulo-gulo
000310,4,PR.* PR.* VB.* PM.*,PRO PRP VBW PMS,ito tayo magkagulo-gulo lalo,ito tayo magkagulo-gulo lalo
000311,4,PR.* VB.* PM.* NN.*,PRP VBW PMS NNC,tayo magkagulo-gulo lalo na,tayo magkagulo-gulo lalo na
000312,4,VB.* PM.* NN.* JJ.*,VBW PMS NNC JJCC,magkagulo-gulo lalo na iyong,magkagulo-gulo lalo na iyong
000313,4,PM.* NN.* JJ.* CC.*,PMS NNC JJCC CCP,lalo na iyong mga,lalo na iyong mga
000314,4,NN.* JJ.* CC.* PR.*,NNC JJCC CCP PRO_CCP,na iyong mga taong,na iyong mga taong
000315,4,JJ.* CC.* PR.* DT.*,JJCC CCP PRO_CCP DTCP,iyong mga taong salat,iyong mga taong salat
000316,4,CC.* PR.* DT.* NN.*,CCP PRO_CCP DTCP NNC_CCP,mga taong salat sa,mga taong salat sa
000317,4,PR.* DT.* NN.* JJ.*,PRO_CCP DTCP NNC_CCP JJD,taong salat sa edukasyon,taong salat sa edukasyon
000318,4,DT.* NN.* JJ.* CC.*,DTCP NNC_CCP JJD CCT,salat sa edukasyon para,salat sa edukasyon para
000319,4,NN.* JJ.* CC.* NN.*,NNC_CCP JJD CCT NNC,sa edukasyon para magsalita,sa edukasyon para magsalita
000320,4,NN.* CC.* VB.* CC.*,NNC CCT VBW CCB,magsalita ng salitang banyaga….,magsalita ng salitang banyaga….
000321,5,CC.* CC.* VB.* PR.* PR.*,CCR CCR VBN PRO PRP,dahil kapag wala ito tayo,dahil kapag wala ito tayo
000322,5,CC.* VB.* PR.* PR.* VB.*,CCR VBN PRO PRP VBW,kapag wala ito tayo magkagulo-gulo,kapag wala ito tayo magkagulo-gulo
000323,5,VB.* PR.* PR.* VB.* PM.*,VBN PRO PRP VBW PMS,wala ito tayo magkagulo-gulo lalo,wala ito tayo magkagulo-gulo lalo
000324,5,PR.* PR.* VB.* PM.* NN.*,PRO PRP VBW PMS NNC,ito tayo magkagulo-gulo lalo na,ito tayo magkagulo-gulo lalo na
000325,5,PR.* VB.* PM.* NN.* JJ.*,PRP VBW PMS NNC JJCC,tayo magkagulo-gulo lalo na iyong,tayo magkagulo-gulo lalo na iyong
000326,5,VB.* PM.* NN.* JJ.* CC.*,VBW PMS NNC JJCC CCP,magkagulo-gulo lalo na iyong mga,magkagulo-gulo lalo na iyong mga
000327,5,PM.* NN.* JJ.* CC.* PR.*,PMS NNC JJCC CCP PRO_CCP,lalo na iyong mga taong,lalo na iyong mga taong
000328,5,NN.* JJ.* CC.* PR.* DT.*,NNC JJCC CCP PRO_CCP DTCP,na iyong mga taong salat,na iyong mga taong salat
000329,5,JJ.* CC.* PR.* DT.* NN.*,JJCC CCP PRO_CCP DTCP NNC_CCP,iyong mga taong salat sa,iyong mga taong salat sa
000330,5,CC.* PR.* DT.* NN.* JJ.*,CCP PRO_CCP DTCP NNC_CCP JJD,mga taong salat sa edukasyon,mga taong salat sa edukasyon
000331,5,PR.* DT.* NN.* JJ.* CC.*,PRO_CCP DTCP NNC_CCP JJD CCT,taong salat sa edukasyon para,taong salat sa edukasyon para
000332,5,DT.* NN.* JJ.* CC.* NN.*,DTCP NNC_CCP JJD CCT NNC,salat sa edukasyon para magsalita,salat sa edukasyon para magsalita
000333,5,NN.* JJ.* CC.* NN.* CC.*,NNC_CCP JJD CCT NNC CCT,sa edukasyon para magsalita ng,sa edukasyon para magsalita ng
000334,5,JJ.* CC.* NN.* CC.* VB.*,JJD CCT NNC CCT VBW,edukasyon para magsalita ng salitang,edukasyon para magsalita ng salitang
000335,5,CC.* NN.* CC.* VB.* CC.*,CCT NNC CCT VBW CCB,para magsalita ng salitang banyaga….,para magsalita ng salitang banyaga….
000336,6,CC.* CC.* VB.* PR.* PR.* VB.*,CCR CCR VBN PRO PRP VBW,dahil kapag wala ito tayo magkagulo-gulo,dahil kapag wala ito tayo magkagulo-gulo
000337,6,CC.* VB.* PR.* PR.* VB.* PM.*,CCR VBN PRO PRP VBW PMS,kapag wala ito tayo magkagulo-gulo lalo,kapag wala ito tayo magkagulo-gulo lalo
000338,6,VB.* PR.* PR.* VB.* PM.* NN.*,VBN PRO PRP VBW PMS NNC,wala ito tayo magkagulo-gulo lalo na,wala ito tayo magkagulo-gulo lalo na
000339,6,PR.* PR.* VB.* PM.* NN.* JJ.*,PRO PRP VBW PMS NNC JJCC,ito tayo magkagulo-gulo lalo na iyong,ito tayo magkagulo-gulo lalo na iyong
000340,6,PR.* VB.* PM.* NN.* JJ.* CC.*,PRP VBW PMS NNC JJCC CCP,tayo magkagulo-gulo lalo na iyong mga,tayo magkagulo-gulo lalo na iyong mga
000341,6,VB.* PM.* NN.* JJ.* CC.* PR.*,VBW PMS NNC JJCC CCP PRO_CCP,magkagulo-gulo lalo na iyong mga taong,magkagulo-gulo lalo na iyong mga taong
000342,6,PM.* NN.* JJ.* CC.* PR.* DT.*,PMS NNC JJCC CCP PRO_CCP DTCP,lalo na iyong mga taong salat,lalo na iyong mga taong salat
000343,6,NN.* JJ.* CC.* PR.* DT.* NN.*,NNC JJCC CCP PRO_CCP DTCP NNC_CCP,na iyong mga taong salat sa,na iyong mga taong salat sa
000344,6,JJ.* CC.* PR.* DT.* NN.* JJ.*,JJCC CCP PRO_CCP DTCP NNC_CCP JJD,iyong mga taong salat sa edukasyon,iyong mga taong salat sa edukasyon
000345,6,CC.* PR.* DT.* NN.* JJ.* CC.*,CCP PRO_CCP DTCP NNC_CCP JJD CCT,mga taong salat sa edukasyon para,mga taong salat sa edukasyon para
000346,6,PR.* DT.* NN.* JJ.* CC.* NN.*,PRO_CCP DTCP NNC_CCP JJD CCT NNC,taong salat sa edukasyon para magsalita,taong salat sa edukasyon para magsalita
000347,6,DT.* NN.* JJ.* CC.* NN.* CC.*,DTCP NNC_CCP JJD CCT NNC CCT,salat sa edukasyon para magsalita ng,salat sa edukasyon para magsalita ng
000348,6,NN.* JJ.* CC.* NN.* CC.* VB.*,NNC_CCP JJD CCT NNC CCT VBW,sa edukasyon para magsalita ng salitang,sa edukasyon para magsalita ng salitang
000349,6,JJ.* CC.* NN.* CC.* VB.* CC.*,JJD CCT NNC CCT VBW CCB,edukasyon para magsalita ng salitang banyaga….,edukasyon para magsalita ng salitang banyaga….
000350,7,CC.* CC.* VB.* PR.* PR.* VB.* PM.*,CCR CCR VBN PRO PRP VBW PMS,dahil kapag wala ito tayo magkagulo-gulo lalo,dahil kapag wala ito tayo magkagulo-gulo lalo
000351,7,CC.* VB.* PR.* PR.* VB.* PM.* NN.*,CCR VBN PRO PRP VBW PMS NNC,kapag wala ito tayo magkagulo-gulo lalo na,kapag wala ito tayo magkagulo-gulo lalo na
000352,7,VB.* PR.* PR.* VB.* PM.* NN.* JJ.*,VBN PRO PRP VBW PMS NNC JJCC,wala ito tayo magkagulo-gulo lalo na iyong,wala ito tayo magkagulo-gulo lalo na iyong
