General POS,Detailed POS
CC.* VB.* DT.* DT.* NN.* CC.* NN.* CC.* VB.* CC.* JJ.* CC.* NN.* LM RB.* RB.* VB.* CC.* NN.* RB.* NN.*_PM.*,CCP VBTS DTC DTCP NNC CCB NNC CCP VBTR CCB JJD CCP NNC LM RBD_CCP RBW VBTR CCB NNC RBW_CCP NNP_PMP
RB.* DT.* NN.* CC.* NN.* NN.* LM RB.* VB.* RB.* RB.* PM.* PR.* DT.* DT.* VB.* CC.* NN.*_PM.*,RBW DTC NNP CCB NNP NNP LM RBF VBTS RBK RBQ PMS PRQ DTC DTCP VBTS CCP NNC_PMC
PR.* RB.* VB.* JJ.* CC.* NN.* DT.* VB.* CC.* DT.* DT.* NN.* CC.* VB.* LM NN.*_PM.*,PRI_CCP RBF VBTS_CCP JJD CCB NNC DTC VBTS CCP DTC DTCP NNC CCP VBTS LM NNP_PMC
NN.*_PM.*,NNP_PMC
NN.* NN.*_PM.*,NNP NNP_PMC
NN.*_PM.*,NNP_PMC
NN.*_PM.*,NNP_PMC
NN.*_PM.*,NNP_PMC
NN.*_PM.*,NNP_PMC
CC.* NN.*_PM.*,CCA NNP_PMC
NN.*_PM.*,NNP_PMP
CC.* NN.* CC.* NN.*_PM.*,CCT NNC CCT NNC_PMC
PR.* NN.* DT.* RB.* VB.* DT.* PR.* NN.* VB.* DT.* RB.* PM.* NN.* CC.* NN.* CC.* NN.* CC.* CC.* NN.* CC.* JJ.* NN.*_PM.*,PRQ_CCP NNC DTC RBD_CCP VBOF DTC PRQ_CCP NNC VBS DTC RBI_CCP PMS NNC CCB NNC CCT NNP CCT CCT NNC CCB JJD_CCP NNC_PMP
CC.* RB.* PR.*_PM.*,CCU RBI PRL_PMC
DT.* DT.* NN.* CC.* NN.* CC.* NN.* LM JJ.* CC.* NN.* CC.* CC.* DT.* JJ.* PM.* NN.* NN.*_PM.*,DTC DTCP NNC CCA NNC CCB NNC LM JJD CCP NNC CCT CCT DTCP JJD PMS NNC_CCP NNC_PMP
DT.* NN.* LM VB.* CC.* NN.* CC.* VB.* CC.* DT.* DT.* NN.* LM JJ.* CC.* JJ.* CC.* CC.* DT.* NN.* JJ.* CC.* VB.* RB.*_PM.*,DTC NNPA LM VBTS CCB NNC CCP VBTR CCP DTC DTCP NNC LM JJD CCP JJD CCR CCT DTCP NNC_CCP JJD CCP VBTS RBI_PMP
DT.* NN.* LM VB.* CC.* NN.* DT.* PR.* NN.* CC.* NN.* CC.* VB.* JJ.* CC.* NN.*_PM.*,DTC NNPA LM VBTS CCT NNC DTC PRI_CCP NNC CCT NNP CCP VBTR_CCP JJD CCT NNC_PMC
CC.* VB.* CC.* FW FW RB.* JJ.* NN.*_PM.*,CCP VBTS CCT FW FW RBW_CCP JJD_CCP NNC_PMP
VB.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* NN.*_PM.*,VBTS CCB NNPA CCP VBOF DTC NNC CCB NNC_PMP
DT.* NN.* PM.* JJ.* NN.* LM VB.* CC.* CC.* JJ.* CC.* CC.* PM.* NN.* RB.* DT.* NN.* NN.* NN.* CC.* NN.* LM VB.* CC.* NN.* RB.* NN.*_PM.*,DTC NNP PMS JJD_CCP NNP LM VBTS CCR CCT JJD CCP CCR PMS NNC RBW DTC NNP NNP NNP CCP NNP LM VBAF CCT NNC RBW_CCP NNP_PMC
JJ.* PM.* CD.* CC.* NN.*_PM.*,JJN PMS CDB CCB NNP_PMP
DT.* PR.* CC.* NN.* CC.* VB.* LM VB.* CC.* CD.* CC.* NN.* CC.* PR.* RB.* RB.* DT.* VB.* CC.* DT.* NN.* CC.* PR.* LM VB.* RB.* VB.*_PM.*,DTC PRI CCB NNC CCB VBTS LM VBAF CCT CDB CCP NNC CCT PRI RBI RBI DTC VBTR CCA DTC NNC CCP PRO LM VBS RBI_CCP VBAF_PMP
DT.* NN.* CC.* VB.* NN.* CC.* CD.* NN.* CC.* PR.* NN.* DT.* PR.* VB.* CC.* VB.*,DTC NNC CCP VBH NNC CCP CDB NNC CCT PRI_CCP NNC DTC PRS_CCP VBAF CCT VBH
CD.* CC.* NN.*_PM.*,CDB CCP NNC_PMC
DT.* NN.*_PM.*,DTCP NNC_PMC
NN.* CC.* NN.* CC.* VB.* DT.* DT.* NN.* CC.* DT.* NN.*_PM.*,NNC CCB NNC CCA VBOF DTC DTCP NNC CCA DTCP NNC_PMP
JJ.* NN.* NN.* DT.* VB.* CC.* JJ.* NN.* RB.* RB.* DT.* NN.*_PM.*,JJN_CCP NNC_CCP NNC DTC VBTS CCT JJD_CCP NNC RBK RBQ DTC NNP_PMC
DT.* JJ.* NN.* CC.* NN.* LM VB.* PM.* NN.* CC.* VB.* JJ.* NN.* NN.* NN.* PM.* CD.* FW FW DT.* NN.* CC.* VB.*_PM.*,DTC JJD_CCP NNC CCB NNC LM VBTS PMS NNC CCP VBH JJN_CCP NNC_CCP NNC NNPA PMS CDB FW FW DTC NNC CCB VBTS_PMP
DT.* DT.* NN.* JJ.* CC.* VB.* LM DT.* NN.*_PM.*,DTC DTCP NNC_CCP JJCS CCP VBTS LM DTC NNP_PMC
NN.* CC.* NN.* CC.* VB.* DT.* VB.* CC.* VB.* DT.* NN.* CC.* DT.* NN.* CC.* NN.*_PM.*,NNP CCA NNP_CCP CCT_CCP VBH DTCP VBTS CCA VBTS DTC NNC CCB DTCP NNC CCB NNP_PMC
NN.* CC.* NN.*_PM.*,NNP CCA NNP_PMP
RB.* CD.* NN.* DT.* VB.* CC.* NN.* CC.* CC.* NN.* CC.* VB.* NN.* CC.* NN.* CC.* NN.* PR.*_PM.*,RBL CDB NNC DTC VBTS CCT NNP CCR CCT NNC CCB VBTS_CCP NNC CCB NNC CCT NNC PRO_PMP
VB.* DT.* NN.* CC.* NN.* CC.* VB.* CD.* NN.* DT.* NN.* CC.* JJ.* CC.* NN.* RB.* NN.*_PM.*,VBAF DTC NNC CCT NNP CCB VBH CDB NNC DTC NNC CCB JJCC CCT NNC RBW_CCP NNP_PMP
CD.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* DT.* VB.* CC.* RB.* VB.*_PM.*,CDB CCP NNC CCT NNC CCB NNP CCA NNP DTC VBTS CCP RBF VBW_PMP
CD.* CC.* NN.* CC.* NN.* DT.* VB.* RB.* VB.* DT.* PR.* NN.* CC.* VB.* CC.* NN.* CC.* VB.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* NN.*_PM.*,CDB CCP NNC CCB NNC DTC VBTS RBW VBAF DTC PRI_CCP NNC CCP VBAF CCT NNC CCA VBTS CCT DTCP NNC CCT NNC CCT NNP NNP_PMP
DT.* NN.* CC.* NN.* LM VB.* CC.* NN.* CC.* NN.* PM.* NN.* CC.* VB.* PM.* VB.* CC.*,DTC NNC CCT NNP LM VBAF CCT NNC CCB NNP PMS NNP CCA VBTS PMS VBOF CCB
CD.* NN.* RB.* VB.* CC.* NN.*_PM.*,CDB NNC_CCP RBF VBW CCT NNP_PMC
DT.* NN.* PR.*_PM.*,DTC NNC PRO_PMP
CD.* NN.* DT.* VB.* CC.* VB.* DT.* VB.* NN.* CC.* NN.*_PM.*,CDB NNC DTC VBTS CCT VBOF DTC VBTS_CCP NNC CCB NNC_PMP
VB.* CD.* NN.* DT.* VB.* CC.* NN.*_PM.*,VBTR_CCP CDB NNC DTC VBTS CCT NNP_PMC
PR.* JJ.* NN.* CC.* NN.* CC.* JJ.* CC.* NN.* NN.*_PM.*,PRI_CCP JJD_CCP NNC CCB NNC CCP JJD CCT NNP NNP_PMP
DT.* NN.* LM VB.* CC.* VB.* JJ.* NN.* CC.* NN.* CC.*,DTC NNP LM VBTS CCB VBH JJN_CCP NNC CCB NNC CCA
CD.* CC.* DT.* NN.* DT.* VB.* VB.* RB.* CC.* NN.*_PM.*,CDB CCP DTCP NNC DTC VBTR_CCP VBOL RBL CCT NNC_PMP
DT.* DT.* VB.* CC.* NN.* CC.* NN.* DT.* VB.* CC.* CD.* CC.* NN.* CC.* NN.* CC.* CD.* PR.* RB.* DT.* VB.* CC.* JJ.* NN.* CC.* NN.*_PM.*,DTC DTCP VBTR CCP NNC CCB NNC DTC VBAF CCT CDB CCT NNC CCB NNP CCA CDB PRI RBI DTC VBTR CCT JJN_CCP NNC CCB NNC_PMP
RB.* VB.* CC.* JJ.* NN.* DT.* VB.* VB.* VB.* DT.* JJ.* NN.* CC.* VB.* NN.* JJ.* CC.* NN.* CC.* JJ.* NN.* RB.* NN.*_PM.*,RBF VBTF CCT JJN_CCP NNC DTC VBTS VBW VBW DTC JJN_CCP NNC CCP VBH NNC JJD CCT NNP CCT JJD_CCP NNP RBW_CCP NNC_PMP
PR.* JJ.* NN.* DT.* RB.* NN.* JJ.* CC.* NN.* CC.* NN.* RB.* DT.* RB.* NN.* CC.* NN.* NN.* LM VB.* RB.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* DT.* VB.* PR.* CC.* VB.* CC.* NN.*_PM.*,PRI_CCP JJD_CCP NNC DTC RBL NNC JJD CCT NNC CCB NNP RBW DTC RBL_CCP NNP CCP NNC_CCP NNC LM VBAF RBL CCT NNP CCP NNC CCB DTCP NNC CCB NNC DTC VBAF PRL CCA VBTS CCB NNC_PMP
NN.*_PM.* NN.* JJ.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* VB.* NN.*,NNP_PMS NNCA JJN_CCP NNC CCB NNC CCB NNC_CCP NNC CCP VBH NNC
CD.* NN.* CC.* NN.* DT.* VB.* CC.* NN.* CC.* NN.* CC.* VB.* DT.* NN.*_PM.*,CDB NNC CCB NNC DTC VBTS CCT NNC CCB NNC CCA VBTS DTC NNC_PMP
DT.* NN.* CC.* NN.* CC.* JJ.* NN.* LM VB.* CC.* CC.* NN.*_PM.*,DTC NNC CCB NNC CCT JJC_CCP NNC LM VBTS CCR CCT NNC_PMP
DT.* DT.* NN.* CC.* NN.* CC.* DT.* NN.* LM RB.* VB.* CC.* VB.* RB.* DT.* RB.* PM.* NN.* NN.* CC.* NN.* CC.* NN.* NN.* LM VB.* CC.* NN.* CC.* VB.* CC.* NN.*_PM.*,DTC DTCP NNC CCB NNC CCA DTCP NNC LM RBD_CCP VBTS CCT VBRF RBW DTC RBI_CCP PMS NNC_CCP NNC CCP NNC CCB NNP NNP LM VBAF CCT NNP CCB VBAF CCT NNC_PMP
VB.* CC.* DT.* NN.* CC.* NN.* CC.* PR.* VB.* VB.* CC.* VB.* NN.* NN.* DT.* VB.* CC.* NN.* JJ.* CC.* NN.* CC.* JJ.* NN.* CC.* VB.* CC.* NN.*_PM.*,VBTS CCB DTCP NNC CCB NNP CCP PRI_CCP VBTR_VBRF_CCP VBTR CCP VBH NNC_CCP NNC DTC VBTS CCB NNC JJD CCT NNC CCP JJD_CCP NNC CCP VBTR CCT NNP_PMC
RB.* RB.* VB.* VB.* CC.* CD.* CC.* NN.* CC.* VB.* JJ.* CC.* CD.* DT.* JJ.*_PM.*,RBK RBQ VBH VBTS CCP CDB CCP NNC CCA VBH JJCC CCP CDB DTC JJD_PMP
VB.* DT.* DT.* NN.* CC.* VB.* DT.* DT.* NN.* CC.* CC.* NN.* CC.* JJ.* NN.* CC.* NN.* NN.* CC.* RB.* JJ.* CC.* NN.* CC.* NN.*_PM.*,VBTS DTC DTCP NNC CCA VBTS DTC DTCP NNC CCR CCT NNC CCT JJD_CCP NNC CCP NNP NNP CCP RBL JJD CCB NNC CCB NNP_PMP
PM.*_ DT.* VB.* CC.* VB.* NN.* NN.* LM VB.* DT.* NN.* RB.* DT.* NN.* LM JJ.* CC.* PR.* JJ.* NN.* CC.* RB.* CC.* NN.*_PM.*_PM.*,PMS_ DTC VBTR CCP VBH NNC_CCP NNC LM VBOF DTC NNC RBW DTC NNC LM JJD CCB PRI_CCP JJD_CCP NNC CCP RBL CCT NNC_PMC_PMS
VB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* NN.*_PM.*,VBS CCB NNC CCP NNC CCB NNC CCP DTP NNP NNP_PMP
VB.* PR.* CC.* DT.* NN.* LM VB.* CC.* VB.* JJ.* NN.* CC.* NN.*_PM.*,VBTS PRS CCP DTC NNC LM VBTR CCB VBH JJN_CCP NNC CCP NNC_PMC
CC.* VB.* CC.* DT.* NN.* CC.* DT.* NN.* CC.* VB.* DT.* NN.*_PM.*,CCA VBTR CCB DTCP NNC CCA DTCP NNC CCT VBW DTC NNC_PMP
VB.* CC.* PR.* VB.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* FW NN.* CC.* PR.* LM VB.* CC.* PR.* NN.* CC.* JJ.* DT.* JJ.* NN.* LM VB.* CC.* NN.* NN.* CC.* RB.*_PM.*,VBTS CCB PRI_CCP VBTS CCT VBTS CCT NNC CCB NNC CCP NNP FW NNP CCP PRS LM VBTS CCT PRSP_CCP NNC CCB JJD_CCP DTC JJD_CCP NNC LM VBTR_VBAF CCT NNC NNP CCB RBW_PMC
CC.* VB.* CC.* NN.* CC.* NN.* CC.* VB.* NN.* CC.* NN.* CC.* DT.* NN.* RB.* CC.* NN.*_PM.*,CCP VBTS CCB NNC CCT NNC CCA VBTS NNC CCB NNC CCB DTCP NNC RBL CCT NNC_PMP
PR.* NN.* VB.* CC.* JJ.* CC.* NN.* LM VB.* CC.* RB.* PR.* LM VB.* CC.* NN.* VB.* DT.* NN.*_PM.*,PRI_CCP NNC_CCP VBTR CCT JJD CCP NNC LM VBTS CCP RBW PRS LM VBAF CCT NNC VBW DTC NNC_PMC
VB.* PR.* DT.* DT.* NN.* VB.* CC.* NN.*_PM.*,VBTS PRS DTC DTCP NNC_CCP VBTR CCT NNC_PMP
DT.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* LM VB.* CC.* DT.* JJ.* NN.* CC.* PR.* LM RB.* VB.* CC.* NN.* CC.* VB.* CC.* VB.* NN.* NN.* CC.* NN.* CC.* NN.* NN.*_PM.*,DTC NNP CCB NNP CCB NNP CCP DTP NNP NNP LM VBTS CCP DTC JJD_CCP NNC CCP PRO LM RBM VBW CCT NNC CCB VBW CCB VBTR_CCP NNC NNC CCT NNP CCT NNP_CCP NNP_PMP
VB.* PR.* CC.* DT.* NN.* RB.* NN.*_PM.*,VBTS PRS CCP DTC NNC RBW_CCP NNP_PMC
CC.* RB.* RB.* DT.* PR.* CC.* PM.* NN.* CC.* NN.*_PM.*,CCA RBI RBI DTC PRQ_CCP CCR PMS NNC CCT NNP_PMC
LM VB.* CC.* NN.* CC.* PR.* NN.* CC.*_PM.* VB.* NN.*_PM.* CC.* VB.*_PM.*,LM VBW CCT NNC CCT PRSP_CCP NNC CCP_PMS VBN_CCP NNC_PMS CCT VBAF_PMP
RB.* DT.* NN.* LM RB.* RB.* VB.* DT.* NN.* CC.* PR.* JJ.* NN.* CC.* NN.*_PM.*,RBW DTC NNC LM RBF RBI VBTR DTC NNC CCB PRI_CCP JJD_CCP NNC CCT NNC_PMC
VB.* CC.* DT.* NN.* CC.* NN.* CC.* VB.*,VBTS CCB DTCP NNC CCB NNPA CCP VBH
CD.* NN.* DT.* VB.* CC.* CC.* NN.* CC.* NN.* CC.* CC.* JJ.* CC.* PM.* NN.*_PM.*,CDB NNC DTC VBAF CCP CCT NNC CCT NNC CCT CCT JJD_CCP CCR PMS NNC_PMP
VB.* CC.* JJ.* NN.* CC.* CC.* PM.* NN.*_PM.*,VBW CCB JJN_CCP NNC CCP CCR PMS NNC_PMC
DT.* DT.* NN.* CC.* NN.* NN.* LM VB.* CC.* VB.* VB.* CC.* NN.* CC.* NN.* CC.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* NN.*_PM.*,DTC DTCP NNC CCB NNP_CCP NNP LM VBAF CCT VBN_CCP VBTF CCT NNC CCB NNC CCT CCT NNC CCP VBTF CCT NNC CCB VBTS CCP NNC CCB NNP_CCP NNP_PMP
VB.* CC.* RB.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* DT.* NN.* NN.* DT.* NN.* CC.* VB.* CC.* VB.* NN.*_PM.*,VBTS CCP RBW CCT NNP CCB NNP CCB NNP_CCP NNP CCP DTP NNP NNP DTC NNC CCT VBTF CCP VBTF_CCP NNC_PMP
DT.* NN.*_PM.*,DTC NNC_PMC
CC.* JJ.* CC.* NN.* CC.* CC.* NN.* CC.* NN.*_PM.*,CCP JJD CCT NNP CCT CCT NNP CCB NNP_PMC
LM VB.* RB.* NN.* CC.* VB.* DT.* CD.* PR.* NN.*_PM.*,LM VBTS RBW_CCP NNP CCB VBOF DTC CDB PRO_CCP NNC_PMS
DT.* CC.* PM.* NN.* CC.* NN.* CC.* NN.*_PM.*,DTC CCR PMS NNC CCT NNC CCB NNC_PMP
CC.*_PM.*,CCB_PMC
DT.* JJ.* NN.* PR.* LM DT.* RB.* VB.* CC.* NN.* CC.* CC.* VB.* CC.* NN.* CC.* NN.* NN.*_PM.*,DTC JJD_CCP NNC PRO LM DTC RBD_CCP VBW CCB NNC CCT CCT VBTS CCP NNC CCT NNP_CCP NNP_PMP
DT.* NN.* LM VB.* CC.* JJ.* NN.* NN.* NN.* NN.* NN.* CC.* NN.* NN.*_PM.*,DTC NNC LM VBTR CCB JJN_CCP NNC_CCP NNC NNPA NNP NNP CCA NNPA NNPA_PMC
JJ.* JJ.* NN.* NN.* NN.* CC.* NN.* NN.* CC.* DT.* RB.* JJ.* NN.* NN.*_PM.*,JJN_CCP JJD_CCP NNC NNPA NNPA CCA NNPA NNPA CCA DTC RBF JJD_CCP NNP NNP_PMP
DT.* NN.* CC.* NN.* NN.* LM DT.* NN.* LM VB.* VB.* CC.* NN.* PR.* CC.* CC.* NN.* NN.* NN.*_PM.*,DTC NNC CCB NNP NNP LM DTC NNC LM VBS VBAF CCT NNC PRP CCA CCB NNP NNP NNP_PMP
DT.* NN.* LM VB.* DT.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* DT.* VB.* NN.*_PM.*,DTC NNPA LM VBTS_CCP DTC NNC CCB NNP CCP DTP NNP NNP DTC VBW NNC_PMP
CC.*_PM.*,CCB_PMC
VB.* DT.* NN.* CC.* RB.* VB.* CC.* VB.* PR.* DT.* NN.* CC.* PR.* LM VB.*_PM.*,VBTS DTP NNP CCP RBF VBTR CCP VBOF PRS DTC NNC CCR PRS LM VBAF_PMP
VB.* RB.* PR.* DT.* NN.* NN.* CC.* CC.* NN.* NN.* CC.* DT.* NN.* NN.* CC.* NN.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* JJ.* NN.*_PM.*,VBTS RBI PRP DTC NNPA NNPA CCT CCT NNP NNP CCP DTP NNP NNP CCA NNP NNP CCP NNC CCB NNP NNP CCT JJD_CCP NNC_PMP
VB.* DT.* NN.* NN.* DT.* NN.* CC.* DT.* NN.* CC.* RB.* CC.*_PM.* RB.*_PM.*_PM.*,VBOF DTP NNP NNP DTC NNC CCB DTCP NNC CCP RBD CCP_PMS RBD_PMP_PMS
DT.* NN.* NN.*_PM.*,DTC NNP NNP_PMC
NN.* CC.* NN.* NN.* LM VB.* DT.* NN.* CC.* NN.*_PM.*,NNPA CCA NNP NNP LM VBTS DTC NNPA CCT NNC_PMP
PM.*_ CC.* DT.* NN.*_PM.*,PMS_ CCA DTC NNPA_PMC
CC.* CC.* CC.* RB.* CC.* VB.* DT.* DT.* NN.* CC.* NN.*_PM.*,CCT CCT CCP RBD CCP VBOF DTC DTCP NNC CCT NNC_PMC
LM VB.* DT.* PR.* DT.* NN.* CC.* NN.* CC.* JJ.* CC.* NN.* CC.* NN.*_PM.*_PM.*,LM VBTS DTC PRSP_CCP DTCP NNC CCT NNC CCA JJD CCT NNC CCB NNC_PMC_PMS
NN.* NN.* NN.* CC.* NN.*_PM.*,NNC NNP NNP CCB NNPA_PMP
PM.*_ CC.* DT.* NN.* LM RB.* JJ.* CC.* VB.* CC.* NN.* CC.* CC.* LM VB.* CC.* PR.* RB.* CC.* NN.* CC.* NN.*_PM.*,PMS_ CCR DTC NNPA LM RBF JJD CCP VBAF CCB NNC CCT CCR LM VBAF CCB PRI_CCP RBT CCP NNC CCT NNP_PMC
DT.* NN.* CC.* NN.* LM VB.* CC.* DT.* NN.* RB.* NN.* CC.* NN.*_PM.*_PM.*,DTC NNC CCB NNP LM VBTS CCP DTC NNC RBW NNC CCB NNP_PMC_PMS
NN.* NN.* NN.* CC.* NN.* NN.*_PM.*,NNC NNP NNP CCB NNP NNP_PMP
PM.*_ DT.* JJ.* CC.* NN.* LM DT.* JJ.* JJ.* NN.* LM RB.* VB.* CC.* JJ.* PR.* VB.*_PM.*_PM.*,PMS_ DTC JJD CCP NNC LM DTC JJN_CCP JJCS_JJD_CCP NNC LM RBF VBTR CCP JJD PRP_CCP VBW_PMP_PMS
PM.*_ DT.* NN.* CC.* NN.* PM.* NN.* CC.* NN.* DT.* VB.* CC.* NN.* CC.* CC.* PM.* JJ.* CC.* VB.* PR.* CC.* VB.* CC.* NN.*_PM.*_PM.*,PMS_ DTC NNC CCA NNC PMS NNC CCB NNPA DTC VBTR_VBAF CCT NNC CCP CCR PMS JJD CCA VBTR PRP CCP VBW CCB NNC_PMP_PMS
RB.* NN.*_PM.*,RBW_CCP NNP_PMC
DT.* NN.* NN.* LM VB.* CC.* JJ.* CC.* JJ.* NN.* CC.* CC.* NN.* CC.* JJ.* PM.* CD.* CC.* NN.*_PM.*,DTP NNP NNP LM VBAF CCB JJD CCP JJN_CCP NNC_CCP CCT CCT NNC CCT JJN PMS CDB CCB NNP_PMP
PR.* LM CC.* CC.* NN.* CC.* NN.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* CC.* NN.* NN.* CC.* DT.* NN.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* RB.* VB.* DT.* NN.* PR.* RB.* NN.* CD.* CC.* CC.* NN.* CC.* CC.* PM.* NN.* CC.* NN.*_PM.*,PRO LM CCB CCT NNC CCB NNP_CCP NNP CCB NNP CCP DTP NNP NNP CCA NNP NNP CCP DTP NNP NNP CCP VBAF CCB NNC CCB NNC CCT NNP_CCP NNP RBW VBTR DTC NNC PRO RBW_CCP NNP CDB CCR CCT NNC CCB CCR PMS NNC CCB NNPA_PMP
CC.* DT.* NN.* CC.* CC.* NN.* CC.* NN.* LM RB.* JJ.* CC.* JJ.* PM.* CD.* CC.* NN.*_PM.*,CCR DTC NNC CCT CCT NNC CCB NNC LM RBF JJD CCT JJN PMS CDB CCB NNP_PMC
DT.* JJ.* NN.* RB.* CC.* NN.* LM VB.* CC.* VB.* JJ.* JJ.* NN.* RB.* CC.* NN.* CC.* NN.*_PM.*,DTC JJD_CCP NNC RBL CCT NNP LM VBTR_VBAF CCP VBH JJCC JJD_CCP NNC RBL CCT NNP CCB NNP_PMP
VB.* CC.* NN.*_PM.*,VBTS CCB NNP_PMC
NN.*__PM.*,NNPA__PMP
CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* JJ.* PR.* VB.* CC.* DT.* NN.* CC.* VB.* CC.* NN.* NN.* NN.* CC.* NN.*_PM.*,CCP VBTR_VBAF CCB NNPA CCA NNC CCB NNP NNP CCP JJD PRO_CCP VBAF CCB DTCP NNC CCP VBTR CCB NNP NNPA NNPA CCB NNP_PMP
DT.* NN.* NN.*_PM.*,DTP NNP NNP_PMC
DT.* VB.* CC.* NN.* CC.* NN.* NN.*_PM.*,DTC VBTS CCA NNC CCB NNP NNP_PMC
LM VB.* DT.* NN.* RB.* VB.* PM.* NN.* DT.* NN.* NN.* CC.* NN.* CC.* NN.*_PM.*,LM VBTS DTC NNC RBW VBTR PMS NNC DTP NNP NNP CCB NNC CCP NNP_PMP
PM.*_ CC.* VB.* DT.* NN.* CC.* VB.* DT.* NN.* NN.* CC.* CC.* PR.*_PM.*,PMS_ CCR VBW DTC NNP CCP VBOF DTC NNP NNPA CCT CCT PRI_PMC
JJ.* PR.* VB.* PR.* CC.* PR.* DT.* NN.*_PM.*_PM.*,JJD PRP_CCP VBOF PRO CCT PRSP_CCP DTCP NNC_PMC_PMS
RB.* CC.* NN.* DT.* NN.* DT.* NN.*_PM.*,RBR CCT NNC DTP NNP DTP NNP_PMP
RB.* RB.* LM VB.* PM.* NN.* DT.* NN.* CC.* VB.* PR.* VB.* DT.* NN.* CD.* FW CC.* DT.* NN.* PR.* CC.* VB.* CC.* NN.*_PM.*,RBW RBI LM VBTS PMS NNC DTC NNP CCP VBTF PRO_CCP VBOF DTC NNP CDB FW CCT DTCP NNC PRO CCT VBTF CCP NNC_PMC
CC.* VB.* DT.* NN.* CC.* VB.* PR.* VB.* DT.* NN.* CC.* VB.* CC.* RB.* NN.* CC.* NN.*_PM.*,CCT VBRF DTC NNC CCP VBTF PRP_CCP VBOF DTC NNPA CCP VBOF CCB RBF NNP CCP NNC_PMP
VB.* CC.* DT.* FW CC.* NN.* CC.* DT.* NN.* CC.* PR.* LM NN.* CC.* NN.* CC.* VB.* NN.* CC.*,VBTS CCB DTCP FW CCT NNPA CCP DTC NNC CCP PRO LM NNC CCB NNC CCP VBH NNC CCP
CD.* CC.* VB.* PR.* NN.* RB.* DT.* VB.*_PM.*,CDB CCP VBTS PRQ_CCP NNC RBI DTC VBTR_PMC
CC.* CD.* NN.* NN.* CD.* NN.* NN.* DT.* NN.*_PM.*,CCP CDB NNCA NNPA CDB NNC NNPA DTC NNC_PMC
CC.* NN.* CC.* NN.* JJ.* CC.* NN.*_PM.*,CCT NNP CCB NNP JJD CCT NNP_PMC
NN.*_PM.*,NNP_PMP
DT.* NN.* CC.* NN.* CC.* NN.* LM VB.* CC.* NN.* CC.* DT.* NN.* LM VB.* CC.* NN.*_PM.*,DTC NNP CCB NNP CCB NNP LM VBTS CCB NNC CCP DTC NNC LM VBAF CCT NNP_PMC
PR.* NN.* CC.* NN.* JJ.* CC.* JJ.* JJ.* NN.* CC.* NN.*_PM.*,PRI_CCP NNC CCT NNC_CCP JJD CCP JJN_CCP JJCS_JJD_CCP NNC CCB NNP_PMP
VB.* CC.* DT.* NN.* CC.* DT.* JJ.* NN.* VB.* CC.* PR.* LM VB.* CC.*_PM.* NN.*_PM.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* VB.* PR.* DT.* DT.* NN.* CC.* NN.* CC.* NN.* PR.* DT.* JJ.* NN.* CC.* NN.*_PM.*,VBTS CCB DTCP NNC CCP DTC JJN_CCP NNC_CCP VBTR CCP PRP LM VBTR CCT_PMS NNP_PMS CCT NNP CCT NNPA CCA VBTS CCP VBTS PRP DTC DTCP NNC CCB NNC CCP NNC PRO_CCP DTCP JJN_CCP NNC CCB NNC_PMC
LM NN.* CC.* PR.* JJ.* CC.* NN.*_PM.*,LM NNC CCB PRI_CCP JJD CCP NNC_PMP
VB.* RB.* JJ.* PM.* CD.* CC.* NN.*_PM.*,VBTS RBW_CCP JJN PMS CDB CCB NNP_PMC
CD.* CC.* VB.* CC.* NN.* CC.* DT.* NN.* NN.* CC.* NN.* NN.* CC.* VB.* PR.* DT.* NN.* CC.* DT.* NN.* CC.* JJ.* JJ.* CC.* NN.* RB.* VB.* VB.* PR.* CC.* RB.* NN.* CC.* PR.* CC.* DT.* JJ.* CC.* NN.*_PM.*,CDB CCB VBTR CCT NNC CCP DTPP NNP NNP CCA NNP NNP CCP VBTR PRP DTC NNC CCT DTCP NNC CCB JJD_CCP JJD CCB NNP RBW VBH VBTS PRP CCP RBD_CCP NNC CCB PRI CCT DTCP JJD CCP NNC_PMP
VB.* VB.* DT.* NN.*_PM.*,VBW VBW DTC NNC_PMC
VB.* PR.* CC.* VB.* PR.* PR.* CC.* VB.* CC.* PR.* NN.*_PM.*,VBTS PRP CCP VBTS PRP PRO CCA VBTS CCT PRI_CCP NNC_PMP
